Input.List,SceneID,Weight,Nested,Procedure,Condition,TrialType,TargetNoun,TargetAdjective,TargetColor,PicFileTarget,PicFileCompetitor,PicFileDistractor1,PicFileContrastDistractor2,soundFile,itemID,AdjectiveID,AdjectiveOnset,NounOnset,AdjectiveType
TlessC2,93,1,XPositions,TrialProc,F4_NmNCppCp,filler,triangle,none,green,images\spotted_greentriangle1.jpg,images\wide_redoval1.jpg,images\curved_bluearrow4.jpg,images\wide_yellowoval1.jpg,sounds\K4_Triangle3.wav,53,26,467,467,none
TlessC2,94,1,XPositions,TrialProc,F4_NmNCppCp,filler,arrow,none,blue,images\#thick_bluearrow1.jpg,images\open_yellowtriangle1.jpg,images\spotted_greencircle1.jpg,images\open_redtriangle1.jpg,sounds\K4_Arrow1.wav,54,26,522,522,none
TlessC2,95,1,XPositions,TrialProc,F4_NmNCppCp,filler,line,none,yellow,images\#thick_yellowline1.jpg,images\striped_greensquare1.jpg,images\red_cloud.jpg,images\bumpy_bluesquare1.jpg,sounds\K4_Line1.wav,55,26,457,457,none
TlessC2,96,1,XPositions,TrialProc,F4_NmNCppCp,filler,oval,none,red,images\wide_redoval3.jpg,images\long_greenline1.jpg,images\striped_yellowsquare1.jpg,images\long_blueline1.jpg,sounds\K4_Oval1.wav,56,26,490,490,none
TlessC2,97,1,XPositions,TrialProc,F4_NmNCppCp,filler,rectangle,none,green,images\wide_greenrectangle5.jpg,images\yellow_wavyline.jpg,images\bumpy_bluecircle1.jpg,images\red_wavyline.jpg,sounds\K4_Rectangle2.wav,57,26,417,417,none
TlessC2,98,1,XPositions,TrialProc,F4_NmNCppCp,filler,heart,none,blue,images\blue_heart.jpg,images\striped_redtriangle1.jpg,images\#thick_greenarrow7.jpg,images\bumpy_yellowtriangle1.jpg,sounds\K4_Heart1.wav,58,26,460,460,none
TlessC2,99,1,XPositions,TrialProc,F4_NmNCppCp,filler,star,none,yellow,images\yellow_star.jpg,images\bumpy_bluesquare1.jpg,images\bent_greenline4.jpg,images\bumpy_redsquare1.jpg,sounds\K4_Star1.wav,59,26,467,467,none
TlessC2,100,1,XPositions,TrialProc,F4_NmNCppCp,filler,sun,none,red,images\red_sun.jpg,images\curved_greenarrow4.jpg,images\wide_yellowrectangle5.jpg,images\curved_bluearrow4.jpg,sounds\K4_Sun1.wav,60,26,471,471,none
TlessC2,101,1,XPositions,TrialProc,F5_MCppisD,filler,square,blue,blue,images\bumpy_bluesquare1.jpg,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\bent_redline4.jpg,sounds\K8_BlueSquare3.wav,61,23,563,1062,Col
TlessC2,102,1,XPositions,TrialProc,F5_MCppisD,filler,circle,yellow,yellow,images\spotted_yellowcircle1.jpg,images\wide_redrectangle5.jpg,images\red_cloud.jpg,images\open_bluetriangle7.jpg,sounds\K8_YellowCircle1.wav,62,24,510,992,Col
TlessC2,103,1,XPositions,TrialProc,F5_MCppisD,filler,triangle,red,red,images\striped_redtriangle1.jpg,images\full1_bluesquare2.jpg,images\diagonal_bluearrow.jpg,images\yellow_cloud.jpg,sounds\K8_RedTriangle1.wav,63,22,576,978,Col
TlessC2,104,1,XPositions,TrialProc,F5_MCppisD,filler,rectangle,green,green,images\wide_greenrectangle7.jpg,images\spotted_yellowcircle1.jpg,images\open_yellowtriangle1.jpg,images\curved_bluearrow4.jpg,sounds\K7_GreenRectangle2.wav,64,25,501,1017,Col
TlessC2,105,1,XPositions,TrialProc,F5_MCppisD,filler,line,blue,blue,images\long_blueline1.jpg,images\spotted_greentriangle1.jpg,images\wide_greenoval7.jpg,images\red_sun.jpg,sounds\K8_BlueLine1.wav,65,23,533,1078,Col
TlessC2,106,1,XPositions,TrialProc,F5_MCppisD,filler,oval,yellow,yellow,images\wide_yellowoval5.jpg,images\full1_bluesquare2.jpg,images\blue_star.jpg,images\curved_greenline4.jpg,sounds\K7_YellowOval3.wav,66,24,505,1017,Col
TlessC2,107,1,XPositions,TrialProc,F5_MCppisD,filler,triangle,red,red,images\striped_redtriangle1.jpg,images\yellow_arch.jpg,images\#thick_yellowline7.jpg,images\green_heart.jpg,sounds\K8_RedTriangle1.wav,67,22,576,978,Col
TlessC2,108,1,XPositions,TrialProc,F5_MCppisD,filler,rectangle,green,green,images\wide_greenrectangle5.jpg,images\striped_redtriangle1.jpg,images\red_wavyline.jpg,images\yellow_star.jpg,sounds\K7_GreenRectangle2.wav,68,25,501,1017,Col
TlessC2,109,1,XPositions,TrialProc,F5_MCppisD,filler,arrow,blue,blue,images\bent_bluearrow1.jpg,images\open_redtriangle4.jpg,images\wide_redoval5.jpg,images\striped_yellowsquare1.jpg,sounds\K8_BlueArrow2.wav,69,23,587,1144,Col
TlessC2,110,1,XPositions,TrialProc,F5_MCppisD,filler,oval,red,red,images\wide_redoval5.jpg,images\striped_bluetriangle1.jpg,images\bumpy_bluesquare1.jpg,images\#thick_greenarrow1.jpg,sounds\K7_RedOval1.wav,70,22,539,1107,Col
TlessC2,111,1,XPositions,TrialProc,F6_MNCpp,filler,square,yellow,yellow,images\fnewstriped_yellowsquare1.jpg,images\spotted_greentriangle1.jpg,images\#thick_blueline3.jpg,images\striped_redtriangle1.jpg,sounds\K7_YellowSquare3.wav,71,24,497,936,Col
TlessC2,112,1,XPositions,TrialProc,F6_MNCpp,filler,circle,red,red,images\fnewstriped_redcircle1.jpg,images\long_blueline7.jpg,images\striped_yellowsquare1.jpg,images\long_greenline7.jpg,sounds\K7_RedCircle1.wav,72,22,552,931,Col
TlessC2,113,1,XPositions,TrialProc,F6_MNCpp,filler,triangle,green,green,images\fnew2spotted_greentriangle1.jpg,images\wide_redoval1.jpg,images\curved_bluearrow4.jpg,images\wide_yellowoval1.jpg,sounds\K8_GreenTriangle1.wav,73,25,506,990,Col
TlessC2,114,1,XPositions,TrialProc,F6_MNCpp,filler,arrow,blue,blue,images\fnew#thick_bluearrow1.jpg,images\open_yellowtriangle1.jpg,images\spotted_greencircle1.jpg,images\open_redtriangle1.jpg,sounds\K8_BlueArrow2.wav,74,23,587,1144,Col
TlessC2,115,1,XPositions,TrialProc,F6_MNCpp,filler,line,yellow,yellow,images\fnew#thick_yellowline1.jpg,images\striped_greensquare1.jpg,images\red_cloud.jpg,images\bumpy_bluesquare1.jpg,sounds\K8_YellowLine3.wav,75,24,556,1034,Col
TlessC2,116,1,XPositions,TrialProc,F6_MNCpp,filler,oval,red,red,images\fnew2wide_redoval3.jpg,images\long_greenline1.jpg,images\striped_yellowsquare1.jpg,images\long_blueline1.jpg,sounds\K7_RedOval1.wav,76,22,539,1107,Col
TlessC2,117,1,XPositions,TrialProc,F6_MNCpp,filler,rectangle,green,green,images\fnewwide_greenrectangle5.jpg,images\yellow_wavyline.jpg,images\bumpy_bluecircle1.jpg,images\red_wavyline.jpg,sounds\K7_GreenRectangle2.wav,77,25,501,1017,Col
TlessC2,118,1,XPositions,TrialProc,F6_MNCpp,filler,heart,blue,blue,images\fnewblue_heart.jpg,images\striped_redtriangle1.jpg,images\#thick_greenarrow7.jpg,images\bumpy_yellowtriangle1.jpg,sounds\K8_BlueHeart1.wav,78,23,526,979,Col
TlessC2,119,1,XPositions,TrialProc,F6_MNCpp,filler,star,yellow,yellow,images\fnewyellow_star.jpg,images\bumpy_bluesquare1.jpg,images\bent_greenline4.jpg,images\bumpy_redsquare1.jpg,sounds\K8_YellowStar1.wav,79,24,577,972,Col
TlessC2,120,1,XPositions,TrialProc,F6_MNCpp,filler,sun,red,red,images\fnewred_sun.jpg,images\curved_greenarrow4.jpg,images\wide_yellowrectangle5.jpg,images\curved_bluearrow4.jpg,sounds\K8_RedSun2.wav,80,22,573,997,Col
TmoreC1,1,1,XPositions,TrialProc,Contrast,test,square,bumpy,blue,images\bumpy_bluesquare7.jpg,images\bumpy_greencircle6.jpg,images\#tall_yellowcylinder3.jpg,images\bumpy_redsquare1.jpg,sounds\K9_BumpySquare1.wav,1,1,511,960,Min
TmoreC1,2,1,XPositions,TrialProc,NoContrast,test,circle,open,blue,images\open_bluecircle7.jpg,images\open_redtriangle6.jpg,images\yellow_cloud.jpg,images\green_garabato.jpg,sounds\K9_OpenCircle3.wav,2,2,603,972,Min
TmoreC1,3,1,XPositions,TrialProc,Contrast,test,line,bent,green,images\bent_greenline7.jpg,images\bent_redarrow6.jpg,images\yellow_cloud.jpg,images\bent_blueline1.jpg,sounds\K9_BentLine3.wav,3,3,501,1025,Min
TmoreC1,4,1,XPositions,TrialProc,NoContrast,test,line,curved,red,images\curved_redline7.jpg,images\curved_greenarrow6.jpg,images\yellow_star.jpg,images\striped_bluetriangle4.jpg ,sounds\K9_CurvedLine2.wav,4,4,527,1090,Min
TmoreC1,5,1,XPositions,TrialProc,Contrast,test,circle,spotted,yellow,images\spotted_yellowcircle7.jpg,images\spotted_redsquare6.jpg,images\striped_bluetriangle4.jpg,images\spotted_greencircle1.jpg,sounds\K9_SpottedCircle1.wav,5,5,482,981,Min
TmoreC1,6,1,XPositions,TrialProc,NoContrast,test,square,striped,yellow,images\striped_yellowsquare7.jpg,images\striped_bluetriangle6.jpg,images\spotted_redstar.jpg,images\bumpy_greencircle4.jpg,sounds\K9_StripedSquare1.wav,6,6,514,1106,Min
TmoreC1,7,1,XPositions,TrialProc,Contrast,test,triangle,bumpy,red,images\bumpy_redtriangle7.jpg,images\bumpy_bluesquare6.jpg,images\spotted_greencircle4.jpg,images\bumpy_yellowtriangle1.jpg,sounds\K9_BumpyTriangle1.wav,7,1,478,876,Min
TmoreC1,8,1,XPositions,TrialProc,NoContrast,test,line,curved,blue,images\curved_blueline7.jpg,images\curved_redarrow6.jpg,images\bumpy_yellowtriangle1.jpg,images\green_lightning.jpg,sounds\K9_CurvedLine2.wav,8,4,527,1090,Min
TmoreC1,9,1,XPositions,TrialProc,Contrast,test,square,spotted,yellow,images\spotted_yellowsquare7.jpg,images\spotted_greentriangle6.jpg,images\diagonal_bluearrow.jpg  ,images\spotted_redsquare1.jpg,sounds\K9_SpottedSquare1.wav,9,5,497,988,Min
TmoreC1,10,1,XPositions,TrialProc,NoContrast,test,triangle,striped,red,images\striped_redtriangle7.jpg,images\striped_greensquare6.jpg,images\chereos_yellowoval.jpg,images\bumpy_blueshape.jpg,sounds\K9_StripedTriangle1.wav,10,6,487,1076,Min
TmoreC1,11,1,XPositions,TrialProc,Contrast,test,cirlce,flat,green,images\bumpy_greencircle1.jpg,images\bumpy_yellowtriangle2.jpg,images\full_cube8.jpg,images\bumpy_bluecircle5.jpg,sounds\K9_FlatCircle1.wav,11,7,474,890,Max
TmoreC1,12,1,XPositions,TrialProc,NoContrast,test,cirlce,closed,green,images\open_greencircle1.jpg,images\open_bluesquare2.jpg,images\bumpy_redline.jpg,images\yellow_wavyline.jpg,sounds\K9_ClosedCircle1.wav,12,8,488,999,Max
TmoreC1,13,1,XPositions,TrialProc,Contrast,test,line,straight,blue,images\curved_blueline1.jpg,images\curved_greenarrow2.jpg,images\spotted_yellowcircle4.jpg,images\curved_redline5.jpg,sounds\K9_StraightLine3.wav,13,9,466,959,Max
TmoreC1,14,1,XPositions,TrialProc,NoContrast,test,cube,full,yellow,images\full_yellowcube7.jpg,images\full_redcylinder6.jpg,images\diagonal_bluearrow.jpg,images\#tall_greenspiral2.jpg,sounds\K9_FullCube3.wav,14,10,520,931,Max
TmoreC1,15,1,XPositions,TrialProc,Contrast,test,cube,empty ,transparent,images\full_bluecube1.jpg,images\empty_cylinder.jpg,images\curved_greenline4.jpg,images\full_bluecube5.jpg,sounds\K9_EmptyCube2.wav,15,11,621,993,Max
TmoreC1,16,1,XPositions,TrialProc,NoContrast,test,triangle,flat,yellow,images\bumpy_yellowtriangle1.jpg,images\bumpy_bluesquare2.jpg,images\green_sphere.jpg,images\#tall_redspiral7.jpg,sounds\K9_FlatTriangle2.wav,16,7,500,903,Max
TmoreC1,17,1,XPositions,TrialProc,Contrast,test,circle,closed,blue,images\open_bluecircle1.jpg,images\open_yellowtriangle2.jpg,images\long_redline7.jpg,images\open_greencircle5.jpg,sounds\K9_ClosedCircle1.wav,17,8,488,999,Max
TmoreC1,18,1,XPositions,TrialProc,NoContrast,test,line,straight,red,images\bent_redline1.jpg,images\bent_greenarrow2.jpg,images\chereos_yellowoval.jpg,images\full_bluecylinder7.jpg,sounds\K9_StraightLine3.wav,18,9,466,959,Max
TmoreC1,19,1,XPositions,TrialProc,Contrast,test,cylinder,full,blue,images\full_bluecylinder7.jpg,images\full_greencube6.jpg,images\#tall_redspiral4.jpg,images\full_yellowcylinder3.jpg,sounds\K9_FullCylinder1.wav,19,10,506,940,Max
TmoreC1,20,1,XPositions,TrialProc,NoContrast,test,cylinder,empty ,transparent,images\full_yellowcylinder1.jpg,images\empty_cube.jpg,images\yellow_cloud.jpg,images\long_redline1.jpg,sounds\K9_EmptyCylinder3.wav,20,11,554,933,Max
TmoreC1,21,1,XPositions,TrialProc,Contrast,test,line,long,red,images\long_redline6.jpg,images\long_greenarrow5.jpg,images\yellow_sun.jpg,images\long_blueline3.jpg,sounds\K9_LongLine1.wav,21,12,508,928,Rel
TmoreC1,22,1,XPositions,TrialProc,NoContrast,test,line,short ,blue,images\long_blueline2.jpg,images\long_redarrow3.jpg,images\yellow_star.jpg,images\green_heart.jpg,sounds\K9_ShortLine3.wav,22,13,442,992,Rel
TmoreC1,23,1,XPositions,TrialProc,Contrast,test,square,big,red,images\big_redsquare6.jpg,images\big_yellowtriangle5.jpg,images\green_wavyline.jpg,images\big_bluesquare3.jpg,sounds\K9_BigSquare2.wav,23,14,523,885,Rel
TmoreC1,24,1,XPositions,TrialProc,NoContrast,test,triangle,small,yellow,images\big_yellowtriangle2.jpg,images\big_redsquare3.jpg,images\green_wavyline.jpg,images\diagonal_bluearrow.jpg,sounds\K9_SmallTriangle1.wav,24,15,492,991,Rel
TmoreC1,25,1,XPositions,TrialProc,Contrast,test,oval,wide,green,images\wide_greenoval6.jpg,images\wide_yellowrectangle5.jpg,images\open_bluesquare7.jpg,images\wide_redoval3.jpg,sounds\K9_WideOval1.wav,25,16,517,1154,Rel
TmoreC1,26,1,XPositions,TrialProc,NoContrast,test,rectangle,narrow,red,images\wide_redrectangle2.jpg,images\wide_yellowoval3.jpg,images\blue_star.jpg,images\spotted_greenpentagon.jpg,sounds\K9_NarrowRectangle1.wav,26,17,529,974,Rel
TmoreC1,27,1,XPositions,TrialProc,Contrast,test,spiral,tall,blue,images\#tall_bluespiral6.jpg,images\#tall_greencylinder5.jpg,images\chereos_yellowoval.jpg,images\#tall_redspiral3.jpg,sounds\K9_TallSpiral2.wav,27,18,512,938,Rel
TmoreC1,28,1,XPositions,TrialProc,NoContrast,test,spiral,short,red,images\#tall_redspiral2.jpg,images\#tall_yellowcylinder3.jpg,images\blue_sun.jpg,images\full1_greensquare1.jpg,sounds\K9_ShortSpiral1.wav,28,19,453,960,Rel
TmoreC1,29,1,XPositions,TrialProc,Contrast,test,line,thick,yellow,images\#thick_yellowline6.jpg,images\#thick_greenarrow5.jpg,images\red_sun.jpg,images\#thick_blueline3.jpg,sounds\K9_ThickLine2.wav,29,20,525,884,Rel
TmoreC1,30,1,XPositions,TrialProc,NoContrast,test,line,thin,blue,images\#thick_blueline2.jpg,images\#thick_redarrow3.jpg,images\bumpy_greencircle4.jpg,images\yellow_star.jpg,sounds\K9_ThinLine1.wav,30,21,523,999,Rel
TmoreC1,31,1,XPositions,TrialProc,Contrast,test,line,long ,green,images\long_greenline6.jpg,images\long_bluearrow5.jpg,images\yellow_cloud.jpg,images\long_redline3.jpg,sounds\K9_LongLine1.wav,31,12,508,928,Rel
TmoreC1,32,1,XPositions,TrialProc,NoContrast,test,line,short,red,images\long_redline2.jpg,images\long_bluearrow3.jpg,images\full_yellowcube7.jpg,images\spotted_greencircle4.jpg,sounds\K9_ShortLine3.wav,32,13,442,992,Rel
TmoreC1,33,1,XPositions,TrialProc,Contrast,test,triangle,big,yellow,images\big_yellowtriangle6.jpg,images\big_bluesquare5.jpg,images\long_redline4.jpg,images\big_greentriangle3.jpg,sounds\K9_BigTriangle3.wav,33,14,523,889,Rel
TmoreC1,34,1,XPositions,TrialProc,NoContrast,test,square,small,blue,images\big_bluesquare2.jpg,images\big_yellowtriangle3.jpg,images\green_garabato.jpg,images\red_wavyline.jpg,sounds\K9_SmallSquare2.wav,34,15,499,1023,Rel
TmoreC1,35,1,XPositions,TrialProc,Contrast,test,rectangle,wide,yellow,images\wide_yellowrectangle6.jpg,images\wide_redoval5.jpg,images\open_bluetriangle7.jpg,images\wide_greenrectangle3.jpg,sounds\K9_WideRectangle1.wav,35,16,537,1078,Rel
TmoreC1,36,1,XPositions,TrialProc,NoContrast,test,oval,narrow,red,images\wide_redoval2.jpg,images\wide_greenrectangle3.jpg,images\full1_bluesquare2.jpg,images\yellow_sun.jpg,sounds\K9_NarrowOval3.wav,36,17,490,999,Rel
TmoreC1,37,1,XPositions,TrialProc,Contrast,test,cylinder,tall,yellow,images\#tall_yellowcylinder6.jpg,images\#tall_bluespiral5.jpg,images\bent_redline1.jpg,images\#tall_greencylinder3.jpg,sounds\K9_TallCylinder.wav,37,18,496,979,Rel
TmoreC1,38,1,XPositions,TrialProc,NoContrast,test,cylinder,short,green,images\#tall_greencylinder2.jpg,images\#tall_bluespiral3.jpg,images\yellow_cloud.jpg,images\spotted_redstar.jpg,sounds\K9_ShortCylinder2.wav,38,19,515,988,Rel
TmoreC1,39,1,XPositions,TrialProc,Contrast,test,line,thick,blue,images\#thick_blueline6.jpg,images\#thick_redarrow5.jpg,images\green_star.jpg,images\#thick_yellowline3.jpg,sounds\K9_ThickLine2.wav,39,20,525,884,Rel
TmoreC1,40,1,XPositions,TrialProc,NoContrast,test,line,thin,red,images\#thick_redline2.jpg,images\#thick_greenarrow3.jpg,images\spotted_yellowcircle4.jpg,images\bumpy_bluesquare4.jpg,sounds\K9_ThinLine1.wav,40,21,523,999,Rel
TmoreC1,41,1,XPositions,TrialProc,Contrast,filler,square,red,red,images\bumpy_redsquare1.jpg,images\striped_redcircle1.jpg,images\yellow_cloud.jpg,images\bumpy_bluesquare1.jpg,sounds\K7_RedSquare1.wav,1,22,527,987,Col
TmoreC1,42,1,XPositions,TrialProc,NoContrast,filler,circle,green,green,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\long_blueline7.jpg,images\wide_yellowrectangle7.jpg,sounds\K7_GreenCircle.wav,2,25,512,971,Col
TmoreC1,43,1,XPositions,TrialProc,Contrast,filler,line,blue,blue,images\bent_blueline1.jpg,images\striped_bluetriangle1.jpg,images\big_redsquare1.jpg,images\bent_greenline1.jpg,sounds\K8_BlueLine1.wav,3,23,533,1078,Col
TmoreC1,44,1,XPositions,TrialProc,NoContrast,filler,triangle,yellow,yellow,images\bumpy_yellowtriangle1.jpg,images\yellow_star.jpg,images\bumpy_greencircle1.jpg,images\#thick_blueline7.jpg,sounds\K7_YellowTriangle1.wav,4,24,503,939,Col
TmoreC1,45,1,XPositions,TrialProc,Contrast,filler,oval,red,red,images\wide_redoval7.jpg,images\spotted_redsquare1.jpg,images\long_blueline1.jpg,images\wide_greenoval7.jpg,sounds\K7_RedOval1.wav,5,22,539,1107,Col
TmoreC1,46,1,XPositions,TrialProc,NoContrast,filler,rectangle,green,green,images\wide_greenrectangle5.jpg,images\green_heart.jpg,images\bumpy_yellowtriangle1.jpg,images\red_wavyline.jpg,sounds\K7_GreenRectangle2.wav,6,25,501,1017,Col
TmoreC1,47,1,XPositions,TrialProc,Contrast,filler,square,blue,blue,images\bumpy_bluesquare1.jpg,images\blue_thick_bumpyline.jpg,images\striped_redcircle1.jpg,images\striped_yellowsquare1.jpg,sounds\K8_BlueSquare3.wav,7,23,563,1062,Col
TmoreC1,48,1,XPositions,TrialProc,NoContrast,filler,circle,yellow,yellow,images\spotted_yellowcircle1.jpg,images\wide_yellowrectangle7.jpg,images\long_greenarrow7.jpg,images\striped_redtriangle1.jpg,sounds\K8_YellowCircle1.wav,8,24,510,992,Col
